UNITNAME,code,colour
Emu Creek Formation - Eastern Unit,CPex/c,#cccccc
Emu Creek Formation - Western Unit,CPex/f,#b2b2b2
Emu Creek Formation?,CPex?,#e1e1e1
Emu Mill Granodiorite,SDgem,#ffb3cd
Emuford Granite,Cgte,#e66666
Emysland Granodiorite,CPge,#d79e9e
Englishman Tonalite,Ogem,#ffcfd9
Engow Member,CPsm/e,#85a1bd
Eresby Volcanics,Pve,#6677cd
Eresby Volcanics/a,Pve/a,#8091e6
Eresby Volcanics/a?,Pve/a,#8091e6
Eresby Volcanics/b,Pve/b,#4c5eb3
Eresby Volcanics/c,Pve/c,#334599
Eresby Volcanics/r,Pve/r,#99abff
Eresby Volcanics/r?,Pve/r?,#99abff
Eresby Volcanics?,Pve?,#6677cd
Eridge Volcanic Member/e1,Ct/e1,#b7bbc9
Eridge Volcanic Member/e2,Ct/e2,#9ea1b0
Eridge Volcanic Member/e3,Ct/e3,#858796
Eridge Volcanic Member/e4,Ct/e4,#6b6e7d
Esmeralda Granite,PLgee,#bf334c
"Esmeralda Granite,TQr-QLD,Tf-Gt","PLgee,TQr,Tf",#bf334c
Esmeralda Granite?,PLgee?,#bf334c
Esmeralda Supersuite,PLge,#bf3449
Esmeralda Supersuite?,PLge?,#bf3449
Esperanza Formation,PLmz,#bfa673
Esperanza Formation?,PLmz?,#bfa673
Eureka Rhyolite,Cbu,#5e7d8f
Eureka Rhyolite?,Cbu?,#5e7d8f
Eurombah Formation,Jie,#4ce600
Eurombah Formation?,Jie?,#4ce600
Eurydesma beds,Ply,#3dbbd4
Eurydesma beds/l,Ply/l,#57d4ed
Eva Creek Microgranite,Cgnv,#ffbebe
Eva Creek Microgranite?,Cgnv?,#ffbebe
Everetts Creek Volcanics,Oe,#e346c9
Everetts Creek Volcanics?,Oe?,#e346c9
Evergreen Formation,Je,#40856b
Evergreen Formation/1,Je/1,#85c7ad
Evergreen Formation/2,Je/2,#5ea68c
Evergreen Formation/o,Je/o,#5ea659
Ewan Formation/c,Ce/c,#bfbfbf
Ewan Formation/t,Ce/t,#999999
Ewan Formation/v,Ce/v,#e1e1e1
Ewen Granite,PLge,#e356da
Ewen Granite/1,PLge/1,#ff80ff
Ewen Granite/1?,PLge/1?,#ff80ff
Ewen Granite?,PLge?,#e356da
Excelsior Granite,Cgtx,#d92121
Exley Microgranite,Ogex,#cc334c
Expedition Creek Granodiorite,CPgex,#f56147
Fairleigh Granite,Pgfa,#d673bd
Falls Creek Tonalite,Ogfc,#cc199e
Falls Creek Tonalite?,Ogfc?,#cc199e
Fanning River Group,Df,#c2b5e3
Fanning River Group/s,Df/s,#dbcffc
Fanning River Group?,Df?,#c2b5e3
Fat Hen Creek Complex,EOgf,#f0368c
Fat Hen Creek Complex/m,EOgf/m,#ff66bf
Fat Hen Creek Complex?,EOgf?,#f0368c
Fe-MI,Fe,#e68c00
Featherbed Volcanic Group-CPr,CPr,#ff0000
Featherbed Volcanic Group-Pla,Pla,#444f89
Featherbed Volcanic Group-Plb,Plb,#b8deff
Featherbed Volcanic Group-Plc,Plc,#9ec4f0
Featherbed Volcanic Group-Pld,Pld,#5278a3
Featherbed Volcanic Group-Ple,Ple,#6b91bd
Featherbed Volcanic Group-Plf,Plf,#85abd6
Featherbed Volcanic Group-Plg,Plg,#6699cd
Featherbed Volcanic Group-Plh,Plh,#5e69a3
Featherbed Volcanic Group-Pli,Pli,#a6d1ff
Featherbed Volcanic Group-Plj,Plj,#9eaad7
Featherbed Volcanic Group-Plm,Plm,#919cd6
Featherbed Volcanic Group-Pln,Pln,#7882bd
Featherbed Volcanic Group-Plo,Plo,#6677cd
Featherbed Volcanic Group-Plq,Plq,#7ab6f5
Featherbed Volcanic Group-Plr,Plr,#002673
Featherbed Volcanic Group-Plt,Plt,#0070ff
Featherbed Volcanic Group-Plv,Plv,#005ce6
Featherbed Volcanic Group-Plw,Plw,#004da8
Featherbed Volcanic Group-Plx,Plx,#002673
Fence Creek Granodiorite,Pgfc,#ff66a6
Fenian Granite,Ogf,#e680b3
Fenian Granite/a,Ogf/a,#f096c9
Fernhill Granite,Dgfh,#ffbee8
Fiery Creek Volcanics,PLfc,#7a664a
Fiery Creek Volcanics/a,PLfc/a,#c7b396
Fiery Creek Volcanics/r,PLfc/r,#ad997d
Fiery Creek Volcanics/s,PLfc/s,#614c30
Fiery Creek Volcanics/v,PLfc/v,#e6d9bd
Fiery Creek Volcanics?,PLfc?,#7a664a
Fig Tree Hill Granite Complex,PLgft/1,#d14c80
Fig Tree Hill Granite Complex-alteration,PLgft/a,#f773a6
Fig Tree Hill Granite Complex/2,PLgft/2,#ff3370
Fig Tree Hill Granite Complex/3,PLgft/3,#ff8cb3
Fig Tree Hill Granite Complex/4,PLgft/4,#eb6699
Fig Tree Hill Granite Complex?,PLgft?,#d14c80
Finlayson Granite,Pgcf,#f57ab6
Finlayson Granite/mg,Pgcf/mg,#f594cf
First Bull Run Granite,Cgfc,#d14747
First Bull Run Granite/a,Cgfc/a,#f77a7a
First Bull Run Granite/f,Cgfc/f,#eb6161
First Pocket Igneous Complex/1,Pgfp/1,#ff7863
First Pocket Igneous Complex/2,Pgfp/2,#ff5e4a
Fish Creek Granite,Dgfc,#f29999
Fish River Formation,PLff,#f2f0b8
Fisherman Rhyolite,Pff,#99abe6
Fisherman Rhyolite/i,Pff/i,#6678cc
Fisherman Rhyolite/l,Pff/l,#4052a6
Fisherman Rhyolite/v,Pff/v,#26388c
Fitz Creek beds,Pf,#9ebbd7
Fitz Creek beds/d,Pf/d,#b8d4f0
Fitz Creek beds/r,Pf/r,#85a1bd
Five Mile Mill Granodiorite,SDgfm,#ff9973
Flagstone Granite,CPgf,#cc4c66
Flat Rock Granite,Cgof,#ebade8
Flora Creek Trondhjemite,SDgf,#ff9980
Florence Creek Granite,PLgfc,#ff4dff
Flynns Creek Granite,Cgzl,#e600a9
Flyspeck Granodiorite,Dgf,#f038cc
Forest Home Trondhjemite,PLgj,#cc59a6
Forest Home Trondhjemite?,PLgr?,#cc59a6
Fork Yard Granite,Pgzfy,#d14c66
Forsayth Granite,PLgf,#ffccff
Forsayth Granite/1,PLgf/1,#ffa6ff
Forsayth Granite/1?,PLgf/1?,#ffa6ff
Forsayth Granite/2,PLgf/2,#ff80ff
Forsayth Granite/2?,PLgf/2?,#ff80ff
Forsayth Granite/a,PLgf/a,#ff4cff
Forsayth Granite/bx,PLgf/bx,#ffd9ff
Forsayth Granite?,PLgf?,#ffccff
Four Mile Creek Granodiorite,Ogfm,#ffccff
Foxes Creek Diorite,PLgfc,#ab94ff
Foxes Creek Diorite/g,PLgfc/g,#e05c96
Frenchy Creek Granite,Cgof,#e600a9
Frog Hollow Granite,Cgofh,#cc4c99
Fulford Creek Granite,Cgzf,#e8beff
Furry Hoop Member,Ccl/f,#9094a3
Galloway Volcanic Group,Pvy,#adc2c2
Galloway Volcanic Group?,Pvy?,#adc2c2
Garden Creek Porphyry,PLgsp,#f05d93
Garden Creek Porphyry?,PLgsp?,#f05d93
Gatton Sandstone,Jbmg,#5ea38a
Gatton Sandstone?,Jbmg?,#5ea38a
Gavin Rhyolite/1,Pwe/1,#2b66a3
Gavin Rhyolite/2,Pwe/2,#5e99d6
Gavin Rhyolite/2v,Pwe/2v,#c4e6ff
Gavin Rhyolite/3,Pwe/3,#4580bd
Gavin Rhyolite/3v,Pwe/3v,#78b3ff
Geebung Granite,Cgtg,#ffa77f
Gelaro Granite,Cgog,#f58fb5
Gelaro Granite/1,Cgog/1,#f5668c
Gibbs Granite,Cgog,#d69dbc
Giblets Granite,Cgtg,#bf6666
Gidya Granite,PLgsy,#a80066
Gilberton Formation,DCt,#8400a8
Gilberton Formation?,DCt?,#8400a8
Gilded Rose Breccia,PLbr,#b35733
Gilgurry Mudstone,Pul,#7a8ef5
Gin Creek Granite,PLgg,#e65e5e
Gin Creek Granite/m,PLgg/m,#f28c91
Gin Creek Granite/p,PLgg/p,#ffc4b8
Gingerella Volcanics,Cvi,#787a69
Gingerella Volcanics/1,Cvi/1,#b3b5a3
Gingerella Volcanics/1?,Cvi/1?,#b3b5a3
Gingerella Volcanics/2,Cvi/2,#919482
Glen Dillon Granodiorite,SDggd,#f259c4
Glen Garland Granodiorite,Dgg,#fc3370
Glen Gordon Volcanics,CPl,#929bb3
Glen Gordon Volcanics/br,CPl/br,#abb5cc
Glen Gordon Volcanics/cg,CPl/cg,#788299
Glen Gordon Volcanics?,CPl?,#929bb3
Glen Granite,Cgtl,#ff73df
Gleneagle Granite,CPgoge,#ff66d1
Glenell Granodiorite,Oggl,#d685a3
Glenell Granodiorite/t,Oggl/t,#ff99b8
Glenlinedale Granite,Cgti,#ff5500
Glenrock Group,Cn,#a2a7bd
Glenroy Mill Granodiorite,Ogg,#ff7f7f
Go Sam Granite,Cgcg,#cc008f
Goat Creek Andesite,PLag,#ff8533
Goat Creek Andesite?,PLag?,#ff8533
Goddard Creek Granodiorite,CPggo,#f03589
Golden Creek Meta-andesite,EOba,#a80084
Goldsborough Granodiorite,SDghg,#e666b3
Goldsmiths Granite,PLgg,#e600a9
Goldsmiths Granite?,PLgg?,#e600a9
Gongora Granodiorite,Pgg,#f58ac2
Goold Island Granite,Cggi,#c4475a
Goolha-Goolha Schist,PLcg,#f7d4ab
Gorge Quartzite,PLg,#d9e880
Gorge Quartzite/l,PLg/l,#bdd619
Gorge Quartzite/p,PLg/p,#e8f2b3
Gorge Quartzite/u,PLg/u,#ccde4d
Gorge Range Microgranite,CPggr,#de547b
Gowrie Creek Granodiorite,CPggw,#ba3451
Gowrie Creek Granodiorite?,CPggw?,#ba3451
Grass Hut Granite,Oggr,#ff66db
Grasstree Leucogranite,SDgg,#ae25b3
Grasstree Leucogranite?,SDgg?,#ae25b3
Graveyard Creek Group,SDr,#be56cc
Gray Creek Complex,PLEy,#5257d1
Gray Creek Complex/a,PLEy/a,#7078de
Gray Creek Complex/c,PLEy/c,#a8adeb
Gray Creek Complex/s,PLEy/s,#009e1c
Greens Creek Quartz Monzonite,PLggc,#ff9ed9
Greenvale Formation,Sn,#994782
Greenvale Formation/j,Sn/j,#e694cf
Greenvale Formation/v,Sn/v,#bf6ea8
Greenvale Formation/v?,Sn/v?,#bf6ea8
Greenvale Formation?,Sn?,#994883
Greymare Granodiorite,Pggm,#de52ab
Gromac Monzogranite,Oggm,#ff66ff
Gubberamunda Sandstone,JKig,#08a86e
Guela Sandstone,PLzig,#b3914c
Gumhole Monzogranite,Dggh,#f280a6
Gun Supersequence,PLm,#c28a0d
Gunnawarra Bump Granite,CPggb,#d933a8
Gunpowder Creek Formation,PLmw,#99730d
Gunpowder Creek Formation/1,PLmw/1,#805900
Gunpowder Creek Formation/2,PLmw/2,#664000
Gunpowder Creek Formation/3,PLmw/3,#4c2600
Gunpowder Creek Formation/3f,PLmw/3f,#b3914c
Gunpowder Creek Formation/4,PLmw/4,#a38c19
Gunpowder Creek Formation/a,PLmw/a,#debaa6
Gunpowder Creek Formation/b,PLmw/b,#b35e2e
Gunpowder Creek Formation/c,PLmw/c,#bd754d
Gunpowder Creek Formation/c?,PLmw/c?,#bd754d
Gunpowder Creek Formation/q,PLmw/q,#ccab66
Gunpowder Creek Formation/v,PLmw/v,#ebcfc4
Guns Knob Granite,PLgsg,#f57ab6
Gurrumba Ring Complex,Cggu,#d7b09e
Gurrumba Ring Complex/d,Cggu/d,#f25999
Gurrumba Ring Complex/o,Cggu/o,#1926c9
Gurrumba Volcanics,Cvg,#bfd1d1
Gypsy Pocket Granodiorite,CPggp,#d95562
Hales Siding Granite,Cgs,#ff7f7f
Hales Siding Granite?,Cgs?,#ff7f7f
Halls Reward Metamorphics,PLEh,#fcb572
Halls Reward Metamorphics?,PLEh?,#fcb572
Halpin Granite,Cgoh,#ffbee8
Halpin Granite/m,Cgoh/m,#ff99c2
Halpin Granite?,Cgoh?,#ffbee8
Hamilton River Granite,PLght,#ffa77f
Hammock Creek Rhyolite/1,Csh/1,#99bfd9
Hammock Creek Rhyolite/1a,Csh/1a,#bfe6fa
Hammock Creek Rhyolite/2,Csh/2,#80a6bf
Hammonds Creek Granodiorite,Cgam,#e64c00
Hampden Slate,PLrh,#664c4c
Hampden Slate?,PLrh?,#664c4c
Hampton Road Rhyolite,Pcch,#80ccff
Hampton Road Rhyolite/g,Psh/g,#ffa77f
Hampton Road Rhyolite/sa,Psh/sa,#66b3e6
Hann Creek Basalt Flow,Qbnh,#faf2c8
Hann Creek Basalt Flow?,Qbnh?,#faf2c8
Hardway Granite,PLgwh,#b52aa5
Hardwick Formation,DCkh,#7c5de3
Hardwick Formation?,DCkh?,#7c5de3
Harpers Tonalite,Cgah,#ff3847
Harry Creek Formation,Cuh,#bdbfc7
Harry Creek Formation?,Cuh?,#bdbfc7
Haslingden Group,PLh,#e6a680
Hay Mill Granite,PLgsh,#d42661
Hayes Granite,Cgty,#e600a9
He-MI,He,#b2b2b2
Heathfield West Tonalite,SDgh,#eb1987
Heathfield West Tonalite/g,SDgh/g,#ffccdb
Hedleys Sandstone,PLsh,#ccffde
Heliman Formation,PLh,#8a5945
Heliman Formation/1,PLh/1,#b0806b
Heliman Formation/x,PLh/x,#70402b
Heliman Formation?,PLh?,#8a5945
Hells Gate Rhyolite,Csh,#b0b8c7
Hells Gate Rhyolite/r,Csh/r,#d6deed
Heneage Granite,Dgh,#ffa6c4
Heneage Granite?,Dgh?,#ffa6c4
Herbert River Granite,CPgh,#e64f63
Herberton Hill Granite,Pgzh,#cd6666
Hero Formation/1,PLih/1,#ffbd99
Hero Formation/2,PLih/2,#e6a380
Hero Formation/3,PLih/3,#995733
Hero Formation/4,PLih/4,#b3704c
Hero Formation/5,PLih/5,#803d19
Hero Formation/6,PLih/6,#cd8966
Hero Formation/7,PLih/7,#662400
Herries Granite,Pgh,#ff639a
Highway Metavolcanics,EObh,#850075
Hiker Granodiorite,Cgai,#cd6666
Hinchinbrook Granite - hypersolvus subunit,Pghi/h,#e63640
Hinchinbrook Granite - subsolvus subunit,Pghi/s,#f25963
Hodgkinson Formation,Dh,#8c5ee3
Hodgkinson Formation/a,Dh/a,#7345c9
"Hodgkinson Formation/a,Hodgkinson Formation/cg","Dh/a,Dh/cg",#7345c9
Hodgkinson Formation/a?,Dh/a?,#7345c9
Hodgkinson Formation/am,Dh/am,#a678fc
Hodgkinson Formation/am?,Dh/am?,#a678fc
Hodgkinson Formation/b,Dh/b,#a68ccc
Hodgkinson Formation/b?,Dh/b?,#a68ccc
Hodgkinson Formation/br,Dh/br,#d9b3ff
Hodgkinson Formation/c,Dh/c,#bfa6e6
Hodgkinson Formation/c?,Dh/c?,#bfa6e6
Hodgkinson Formation/cb,Dh/cb,#bfbfe6
Hodgkinson Formation/cg,Dh/cg,#735999
Hodgkinson Formation/h,Dh/h,#d9bfff
Hodgkinson Formation/h?,Dh/h?,#d9bfff
Hodgkinson Formation/hv,Dh/hv,#d9b3e6
Hodgkinson Formation/l,Dh/l,#ebe0ff
Hodgkinson Formation/m,Dh/m,#8c73b3
Hodgkinson Formation/m?,Dh/m?,#8c73b3
Hodgkinson Formation/mc,Dh/mc,#592bb0
Hodgkinson Formation/ms,Dh/ms,#735999
Hodgkinson Formation/q,Dh/q,#594080
Hodgkinson Formation/q?,Dh/q?,#594080
Hodgkinson Formation/r1,Dh/r1,#8c80ff
Hodgkinson Formation/r2,Dh/r2,#bfccff
Hodgkinson Formation/r3,Dh/r3,#b3b3ff
Hodgkinson Formation/r4,Dh/r4,#d9d9ff
Hodgkinson Formation/r5,Dh/r5,#2633ff
Hodgkinson Formation/r6,Dh/r6,#7380ff
Hodgkinson Formation/r7,Dh/r7,#99a6ff
Hodgkinson Formation/r8,Dh/r8,#4d59ff
Hodgkinson Formation/r9,Dh/r9,#cc99ff
Hodgkinson Formation/ra,Dh/ra,#804dff
Hodgkinson Formation/rp,Dh/rp,#402666
Hodgkinson Formation/s,Dh/s,#bfa6e6
Hodgkinson Formation/v,Dh/v,#401296
Hodgkinson Formation?,Dh?,#8c5ee3
Hodgon Granodiorite,SDghh,#ff73df
Hodgon Granodiorite?,SDghh?,#ff73df
Hogg Granodiorite,Dgho,#d9009c
Hogsflesh Creek Granodiorite,Ogh,#bf4073
Holborn Granodiorite,Oghb,#ffc4f7
Holborn Granodiorite?,Oghb?,#ffc4f7
Hopscotch Rhyolite,Cbh,#7f7f7f
Hopscotch Rhyolite/1,Cbh/1,#666666
Hopscotch Rhyolite/2,Cbh/2,#999999
Hopscotch Rhyolite/3,Cbh/3,#b2b2b2
Hopscotch Rhyolite?,Cbh?,#7f7f7f
Horse Pocket Volcanics,Ck,#a1aec7
Houdini Granite,PLghd,#ff3657
Huonfels Rhyolite Member,Cdh,#b5b5b5
Huonfels Rhyolite Member/x,Cdh/x,#8c8c8c
Hutton Sandstone,Jh,#0ec991
Hutton Sandstone - lower,Jh/l,#80f0ab
Hutton Sandstone?,Jh?,#0ec991
Idalia Rhyolite,PLri,#cc8000
Idalia Rhyolite/a,PLri/a,#e69900
Idalia Rhyolite?,PLri?,#cc8000
Illewanna Granite,PLgei,#db4033
Imooya Granite,Dgiy,#ffb8c4
Indicator Granite,Cgol,#ffb8af
Ingham Granite Complex,CPgi,#ff424d
Ingham Granite Complex - mafic subunit,CPgi/m,#e67ac7
Ingham Granite Complex - microgranite subunit,CPgi/g,#ffa6ad
Ingleby Granite,Dgig,#ff9980
Insolvency Gully Formation,CPi,#9a9a9c
Ironhurst Formation/1,Cmi/1,#d6dbdb
Ironhurst Formation/2a,Cmi/2a,#8a9c9c
Ironhurst Formation/2b,Cmi/2b,#758a8a
Ironhurst Formation/3,Cmi/3,#637a7a
Ironhurst Formation/r,Cmi/r,#4f6969
Ixe Microgranodiorite,Cgoz,#e699bf
Jack Formation,SDj,#cc6bd9
Jack Formation/c,SDj/c,#a645b3
Jack Formation/l,SDj/l,#e685f2
Jack Formation?,SDj?,#cc6bd9
Jacks Granite,Cgoj/1,#bd85a3
Jacks Granite/a,Cgoj/a,#d69ebd
Jacks Granite/ap,Cgoj/ap,#f0b8d6
Jacks Granite/p,Cgoj/p,#a3528a
Jacks Granite/pg,Cgoj/pg,#f0d1f0
Jacobsens Track Granodiorite,Pgj,#ff4dff
James Creek Granite,Cgoja,#ff8cf2
James Creek Granite/2,Cgoja/2,#ff33f2
James Creek Granite/ap,Cgoja/ap,#ffb3f2
James Creek Granite/g,Cgoja/g,#ff33f2
James Creek Granite/m,Cgoja/m,#ff66f2
James Creek Granite?,Cgoja?,#ff8cf2
Jamieson Member,Duu/j,#a699e6
Jamtin Rhyolite/d,Cj/d,#7d8085
Jamtin Rhyolite/d3,Cj/d3,#63666b
Jamtin Rhyolite/r1,Cj/r1,#e3e6eb
Jamtin Rhyolite/r2,Cj/r2,#b0b3b8
Jamtin Rhyolite/r3,Cj/r3,#96999e
Jamtin Rhyolite/r3a,Cj/r3a,#bdbfd1
Jamtin Rhyolite/r4,Cj/r4,#c9ccd1
Jape Creek Granodiorite,Sgj,#f58787
Jape Creek Granodiorite?,Sgj?,#f58787
Jayah Creek Metabasalt,PLjv,#c98f73
Jayah Creek Metabasalt/q,PLjv/q,#b07559
Jayah Creek Metabasalt?,PLjv?,#c98f73
Jedda Schist/1,Pyj/1,#80d1f5
Jedda Schist/2,Pyj/2,#b3e3fa
Jessey Springs Limestone,Dwj,#c98cf5
Jessop Creek Tonalite/a,Sgj/a,#ff2952
Jessop Creek Tonalite/b,Sgj/b,#9980ff
Jessop Creek Tonalite/d,Sgj/d,#bdabff
Jessop Creek Tonalite/t,Sgj/t,#ff879e
Jinker Creek Rhyolite/a,Cnj/a,#b3bfbf
Jinker Creek Rhyolite/b,Cnj/b,#667373
Judea Formation,Oj,#ad4491
Judea Formation?,Oj?,#ad4491
Jug Microgranite,Pgl,#e63333
Julago Volcanics,Pj,#2e8bb3
Julago Volcanics?,Pj?,#2e8bb3
Julia Formation,Ddj,#8574a1
Julia Formation/q,Ddj/q,#ab99c7
Julia Formation?,Ddj?,#8574a1
Jumna Granite,Cgzj,#d69dbc
Jumna Granite/k,Cgzj/k,#bd6ba3
Junction Microgranite,Cgcj,#e6b3e6
Junevale Granite,Cgoj,#cc3d85
Juntala Metamorphics/1,PLj/1,#8a4545
Juntala Metamorphics/2,PLj/2,#b06b6b
Juntala Metamorphics/a,PLj/a,#fcb8b8
Juntala Metamorphics/c,PLj/c,#d69191
Kahko Granodiorite,PLgso,#d92b65
Kalkadoon Granodiorite,PLgk,#f032a7
Kalkadoon Granodiorite,w,#f032a7
"Kalkadoon Granodiorite, Kurbayia Metamorphic Complex","PLgk, PLlo",#f032a7
Kalkadoon Granodiorite/1,PLgk/1,#ffb3e3
Kalkadoon Granodiorite/1b,PLgk/1b,#ff8cd3
Kalkadoon Granodiorite/2,PLgk/2,#ff66c7
Kalkadoon Granodiorite/a,PLgk/a,#ff59c2
Kalkadoon Granodiorite/d,PLgk/d,#ff99da
Kalkadoon Granodiorite/h,PLgk/h,#d6198c
Kalkadoon Granodiorite/h?,PLgk/h?,#d6198c
Kalkadoon Granodiorite/m,PLgk/m,#cc006e
Kalkadoon Granodiorite/m?,PLgk/m?,#cc006e
Kalkadoon Granodiorite; Kurbayia Metamorphic Complex; Leichhardt Volcanics,PLel/x,#f032a7
Kalkadoon Granodiorite?,PLgk?,#f032a7
Kallala Quartzite - gneissic,PLq/g,#82694f
Kallala Quartzite?,PLq?,#a68c73
Kallanda Granite,Cgk,#ff879e
Kallanda Granite?,Cgk?,#ff879e
Kallon Volcanics,Cvk,#999999
Kalunga Granodiorite,Cgau,#f566a6
Kamarga Volcanics,PLvk,#784a36
Kamarga Volcanics/s,PLvk/s,#9e705c
Kangaroo Hills Formation-hornfelsed,SDk/i,#8c1999
Kangaroo Hills Formation/1,SDk/1,#bf4ccc
Kangaroo Hills Formation/2,SDk/2,#a633b3
Kangaroo Hills Formation/f,SDk/f,#f2b3ff
Kangaroo Hills Formation/q,SDk/q,#d966e6
Kangaroo Hills Formation/v,SDk/v,#f280ff
Kangaroo Hills Formation?,SDk?,#a95abf
Kangaroo Rat Granite,Cgzk,#ff73df
Kangerong Basalt,Qbnk,#faec70
Kauri Granite,Pgzk,#ff9999
Kauri Granite/m,Pgzk/m,#e09999
Kays Peak Granite,PLgik,#eb465a
Keating Granodiorite,Pgyk,#d6859e
Kedumba Granodiorite,SDgke,#f591a3
Keelbottom Group,DCk,#c4b3e3
Keelbottom Group?,DCk?,#c4b3e3
Keithys Granite,PLgst,#e64c4c
Kelly Saint George Granite,Pgwg,#e64ca6
Kelly Saint George Granite/x,Pgwg/x,#f280d9
Kelly Saint George Granite?,Pgwg?,#e64ca6
Kendle River Granite,Dgn,#ff001c
Kennedy Siltstone,PLik,#cdaa66
Kermas Granodiorite,CPgtk,#ff7a85
Kg-8259,Kg,#cf3237
Kimba Gneiss,PLwb,#cccc33
King Junction Granite,Dgkj,#e694bf
Kingull Member,Kybk,#81c454
Kingvale Granite,Dgkv,#e64d99
Kinrara Basalt,Qmk,#ffa187
Kinrara Basalt/v,Qmk/v,#ff4236
Kintore Granite,Dgk,#ff8f99
"Kintore Granite, Ebagoola Granite","Dgk,Dge",#ff8f99
Kirk River beds,EOk,#b37d87
Kirklea Granite,Ogki,#d9338c
Kirklea Granite?,Ogki?,#d9338c
Kirkton Tonalite,SDgki,#ffbfcc
Kirkton Tonalite/d,SDgki/d,#ab94ff
Kirkwood Monzogranite,Dgo,#ff66ff
Kitchen Creek Rhyolite,Cnk,#e0dbd1
Kitchen Creek Rhyolite/k,Cnk/k,#c2b8a3
Kitchener Granite,Cgok,#d69dbc
Kitja Gneiss,PLnk,#d4d6bd
Kitoba Member/a1,Dhk/a1,#d496e6
Kitoba Member/a2,Dhk/a2,#ad70bf
Kitoba Member/b,Dhk/b,#6e3080
Kitoba Member/c1,Dhk/c1,#a163b3
Kitoba Member/c2,Dhk/c2,#f2d9e6
Kitoba Member/cg,Dhk/cg,#874a99
Kitoba Member/l,Dhk/l,#6b008f
Kitoba Member/q,Dhk/q,#cd59ff
Kitty O'Shea Suite,CPik,#3842d1
Kitty Plain Microgranite,PLgsk,#ffbee8
Knapdale Quartzite,PLpk,#523022
Knapdale Quartzite/c,PLpk/c,#d1b0a1
Knapdale Quartzite/q,PLpk/q,#b89687
Knapdale Quartzite/t,PLpk/t,#856354
Knob Camp Granodiorite,Pgrk,#ff19c4
Knob Camp Granodiorite/d,Pgrk/d,#ff40eb
Knuth Gabbro,CPgkn,#9980ff
Kokojelandji Schist,PLye,#d9b38c
Kokomini Granite,Dgkk,#ff6370
Kondaparinga Formation,Rk,#32c2ac
Kondaparinga Formation?,Rk?,#32c2ac
Koobaba Granite,Pgwk,#c20085
Koogangoona Granite,Cgoka,#e8966e
Koorboora Granite,Cgoko,#e63333
Kopo Granite,Dgko,#ff3366
Koreelah Conglomerate Member,Jbmgk,#73b3b3
Koreelah Conglomerate Member?,Jbmgk?,#73b3b3
Koreelan Creek Granodiorite,Rgaod,#db619c
Koukandowie Formation,Jbmk,#0d8066
Kukiandra Formation,Ddk,#58419e
Kukiandra Formation?,Ddk?,#58419e
Kumbarilla beds,JKk,#08c791
Kurbayia Metamorphic Complex,PLlk,#4c4719
Kurbayia Metamorphic Complex/d,PLlk/d,#d9d4b3
Kurbayia Metamorphic Complex/gr,PLlk/gr,#b3ad80
Kurbayia Metamorphic Complex/gr?,PLlk/gr?,#b3ad80
Kurbayia Metamorphic Complex/grt,PLlk/grt,#999466
Kurbayia Metamorphic Complex/grt?,PLlk/grt?,#999466
Kurbayia Metamorphic Complex/m,PLlk/m,#4c4719
Kurbayia Metamorphic Complex/s,PLlk/s,#f2edcc
Kurbayia Metamorphic Complex?,PLlk?,#4c4719
La Villa Igneous Complex/b,Ogv/b,#7857ff
La Villa Igneous Complex/d,Ogv/d,#bdabff
Lady Clayre Formation,PLpy,#634031
Lady Clayre Formation/d,PLpy/d,#7d594a
Lady Clayre Formation/s,PLpy/s,#967363
Lady Loretta Formation,PLml,#e6ccb3
Lady Loretta Formation/1,PLml/1,#b39980
Lady Loretta Formation/1?,PLml/1?,#b39980
Lady Loretta Formation/1b,PLml/1b,#998066
Lady Loretta Formation/2,PLml/2,#80664c
Lady Loretta Formation/g,PLml/g,#664c33
Lady Loretta Formation/s,PLml/s,#cca680
Lady Loretta Formation/t,PLml/t,#ccb399
Lady Loretta Formation?,PLml?,#e6ccb3
Lags Microgranite,Pgll,#cc5959
Laia Granite,Dggl,#e60000
Lakeview Dolerite,PLbk,#52008c
Lakeview Dolerite?,PLbk?,#52008c
Lane Creek Formation,PLn,#9e8766
Lane Creek Formation/c,PLn/c,#d1ba99
Lane Creek Formation/c?,PLn/c?,#d1ba99
Lane Creek Formation/cs,PLn/cs,#f0d9b8
Lane Creek Formation/s,PLn/s,#b8a180
Lane Creek Formation/s1,PLn/s1,#99635e
Lane Creek Formation/s1?,PLn/s1?,#99635e
Lane Creek Formation/s?,PLn/s?,#b8a180
Lane Creek Formation/x,PLn/x,#856e4c
Lang Creek Granite,Pgwl,#d79e9e
Langdon River Mudstone,PLl,#70572b
Langdon River Mudstone?,PLl?,#70572b
Lankelly Granite,Dgl,#ffa6ad
"Lankelly Granite, Kintore Granite","Dgl, Dgk",#ffa6ad
Lappa Rhyolite,Ckl,#78808a
Laragon Volcanics/0,Cvl/0,#e1e1e1
Laragon Volcanics/0?,Cvl/0?,#e1e1e1
Laragon Volcanics/1,Cvl/1,#bfbfbf
Laragon Volcanics/2,Cvl/2,#999999
Laragon Volcanics/2?,Cvl/2?,#999999
Laroona Formation,Dwl,#938ab8
Larramore Metabasalt Member,Dhl,#59459c
Larramore Metabasalt Member/c,Dhl/c,#8c5eb5
